"表章項目 コード","表章項目 補助コード","表章項目","時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","地方入国管理局・支局・出張所 コード","地方入国管理局・支局・出張所 補助コード","地方入国管理局・支局・出張所","/在留資格審査の受理・処理","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50570","","境港出張所","","13","0","13","12","12","0","0","1","407","10","397","386","379","0","7","21","90","10","80","88","87","1","0","2","121","0","121","121","121","0","0","0","868","0","868","868","868","0","0","0","107","13","94","93","88","5","0","14"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50580","","松江出張所","","10","0","10","10","10","0","0","0","607","18","589","581","579","0","2","26","58","0","58","57","57","0","0","1","87","0","87","87","87","0","0","0","889","0","889","889","889","0","0","0","152","21","131","110","106","1","3","42"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50590","","岡山出張所","","47","0","47","46","46","0","0","1","3,311","98","3,213","3,233","3,207","2","24","78","738","42","696","705","687","3","15","33","1,921","1","1,920","1,921","1,920","1","0","0","5,658","0","5,658","5,658","5,656","0","2","0","446","69","377","331","302","26","3","115"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50600","","福山出張所","","23","0","23","23","23","0","0","0","1,351","38","1,313","1,250","1,238","3","9","101","432","62","370","419","403","12","4","13","482","0","482","482","482","0","0","0","2,201","0","2,201","2,201","2,201","0","0","0","315","76","239","212","190","21","1","103"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50610","","広島空港出張所","","0","0","0","0","0","0","0","0","10","0","10","10","10","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","141","0","141","141","141","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50620","","下関出張所","","9","0","9","9","9","0","0","0","542","7","535","532","521","0","11","10","102","5","97","99","93","1","5","3","337","0","337","337","337","0","0","0","1,359","0","1,359","1,359","1,359","0","0","0","83","17","66","68","64","3","1","15"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50630","","周南出張所","","8","0","8","8","8","0","0","0","543","10","533","529","522","1","6","14","89","0","89","87","82","4","1","2","301","0","301","301","301","0","0","0","1,074","0","1,074","1,074","1,074","0","0","0","114","19","95","86","83","3","0","28"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50640","","高松出入国在留管理局管内","","55","0","55","55","55","0","0","0","6,315","165","6,150","6,100","6,014","14","72","215","5,451","638","4,813","5,177","5,119","17","41","274","898","1","897","898","894","2","2","0","6,387","0","6,387","6,387","6,384","3","0","0","731","167","564","424","384","34","6","307"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50650","","高松出入国在留管理局","","12","0","12","12","12","0","0","0","3,926","103","3,823","3,815","3,765","10","40","111","4,858","573","4,285","4,620","4,590","12","18","238","251","0","251","251","249","1","1","0","2,309","0","2,309","2,309","2,307","2","0","0","346","68","278","218","200","17","1","128"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50660","","小松島港出張所","","15","0","15","15","15","0","0","0","771","16","755","741","730","3","8","30","171","9","162","163","151","5","7","8","239","0","239","239","239","0","0","0","1,015","0","1,015","1,015","1,015","0","0","0","105","24","81","60","54","5","1","45"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50670","","松山出張所","","21","0","21","21","21","0","0","0","925","26","899","893","879","0","14","32","241","10","231","239","226","0","13","2","307","1","306","307","305","1","1","0","1,721","0","1,721","1,721","1,721","0","0","0","167","42","125","100","92","4","4","67"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50680","","高知出張所","","7","0","7","7","7","0","0","0","693","20","673","651","640","1","10","42","181","46","135","155","152","0","3","26","101","0","101","101","101","0","0","0","1,342","0","1,342","1,342","1,341","1","0","0","113","33","80","46","38","8","0","67"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50690","","福岡出入国在留管理局管内","","409","5","404","401","396","0","5","8","22,392","405","21,987","21,673","21,388","69","216","719","10,240","651","9,589","9,824","9,577","30","217","416","12,641","13","12,628","12,635","12,614","6","15","6","34,957","0","34,957","34,956","34,952","3","1","1","2,631","652","1,979","1,611","1,331","136","144","1,020"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50700","","福岡出入国在留管理局","","152","1","151","150","150","0","0","2","11,697","198","11,499","11,242","11,085","42","115","455","6,394","504","5,890","6,140","5,994","16","130","254","7,079","2","7,077","7,075","7,064","5","6","4","16,504","0","16,504","16,504","16,501","2","1","0","919","193","726","574","449","59","66","345"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50710","","那覇支局","","40","2","38","39","37","0","2","1","1,142","26","1,116","1,124","1,108","1","15","18","396","12","384","357","341","3","13","39","583","0","583","583","583","0","0","0","1,493","0","1,493","1,493","1,493","0","0","0","216","59","157","143","109","11","23","73"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50720","","北九州出張所","","26","0","26","26","26","0","0","0","1,734","21","1,713","1,713","1,702","5","6","21","388","6","382","388","377","1","10","0","1,375","0","1,375","1,375","1,375","0","0","0","3,841","0","3,841","3,841","3,841","0","0","0","205","58","147","127","107","18","2","78"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50730","","博多港出張所","","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81","0","81","81","81","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50740","","福岡空港出張所","","1","0","1","1","1","0","0","0","28","0","28","28","28","0","0","0","5","0","5","5","5","0","0","0","0","0","0","0","0","0","0","0","450","0","450","450","450","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50750","","佐賀出張所","","21","0","21","21","21","0","0","0","407","6","401","405","404","0","1","2","94","1","93","93","93","0","0","1","209","0","209","209","209","0","0","0","788","0","788","788","788","0","0","0","87","12","75","33","28","1","4","54"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50760","","長崎出張所","","11","0","11","11","11","0","0","0","1,082","31","1,051","1,042","1,023","5","14","40","221","10","211","216","206","0","10","5","903","0","903","901","900","1","0","2","2,074","0","2,074","2,074","2,074","0","0","0","133","44","89","70","59","6","5","63"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50770","","対馬出張所","","0","0","0","0","0","0","0","0","24","0","24","24","24","0","0","0","2","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","47","0","47","47","47","0","0","0","3","1","2","3","2","0","1","0"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50780","","熊本出張所","","30","2","28","30","30","0","0","0","1,318","37","1,281","1,281","1,275","2","4","37","277","16","261","269","256","2","11","8","410","4","406","410","408","0","2","0","2,385","0","2,385","2,385","2,385","0","0","0","346","85","261","206","180","20","6","140"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50790","","大分出張所","","20","0","20","20","20","0","0","0","1,922","26","1,896","1,900","1,885","2","13","22","591","5","586","582","562","3","17","9","1,632","0","1,632","1,632","1,632","0","0","0","3,572","0","3,572","3,572","3,572","0","0","0","233","76","157","133","119","5","9","100"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50800","","宮崎出張所","","11","0","11","11","11","0","0","0","492","12","480","475","466","1","8","17","87","0","87","85","81","0","4","2","82","0","82","82","82","0","0","0","828","0","828","828","828","0","0","0","129","31","98","82","72","3","7","47"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50810","","鹿児島出張所","","12","0","12","12","12","0","0","0","1,838","16","1,822","1,757","1,739","10","8","81","1,653","93","1,560","1,559","1,546","3","10","94","313","0","313","313","313","0","0","0","1,719","0","1,719","1,718","1,717","1","0","1","177","37","140","94","82","6","6","83"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50820","","那覇空港出張所","","0","0","0","0","0","0","0","0","9","0","9","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","90","90","90","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50830","","宮古島出張所","","1","0","1","1","1","0","0","0","40","0","40","39","37","1","1","1","4","0","4","4","4","0","0","0","0","0","0","0","0","0","0","0","70","0","70","70","70","0","0","0","20","5","15","12","12","0","0","8"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50840","","石垣港出張所","","0","0","0","0","0","0","0","0","53","1","52","53","53","0","0","0","5","0","5","5","5","0","0","0","1","0","1","1","1","0","0","0","82","0","82","82","82","0","0","0","13","2","11","8","7","0","1","5"
"160","","在留資格取得等処理人員【人】","2011000000","","2011年","50850","","嘉手納出張所","","84","0","84","79","76","0","3","5","605","31","574","580","549","0","31","25","123","4","119","119","105","2","12","4","54","7","47","54","47","0","7","0","933","0","933","933","933","0","0","0","150","49","101","126","105","7","14","24"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50000","","総数","","7,707","229","7,478","7,572","7,531","19","22","135","409,020","18,328","390,692","396,083","389,439","1,787","4,857","12,937","205,240","8,582","196,658","195,017","188,178","2,362","4,477","10,223","166,374","1,416","164,958","165,204","163,654","821","729","1,170","579,030","63","578,967","578,988","578,795","143","50","42","94,207","33,745","60,462","65,169","48,003","16,495","671","29,038"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50010","","札幌出入国在留管理局管内","","85","0","85","85","85","0","0","0","4,881","340","4,541","4,784","4,719","31","34","97","4,661","343","4,318","4,240","4,187","19","34","421","2,068","1","2,067","2,066","2,059","6","1","2","6,366","0","6,366","6,366","6,364","2","0","0","460","105","355","361","309","45","7","99"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50020","","札幌出入国在留管理局","","63","0","63","63","63","0","0","0","3,946","291","3,655","3,874","3,818","30","26","72","4,053","292","3,761","3,696","3,653","18","25","357","1,826","0","1,826","1,825","1,818","6","1","1","4,945","0","4,945","4,945","4,943","2","0","0","357","89","268","279","230","44","5","78"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50030","","函館港出張所","","2","0","2","2","2","0","0","0","142","22","120","133","130","0","3","9","85","19","66","85","82","0","3","0","49","0","49","49","49","0","0","0","280","0","280","280","280","0","0","0","22","2","20","18","16","0","2","4"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50040","","小樽港出張所","","3","0","3","3","3","0","0","0","206","9","197","202","201","0","1","4","38","2","36","35","33","0","2","3","45","0","45","45","45","0","0","0","276","0","276","276","276","0","0","0","19","3","16","17","16","1","0","2"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50050","","釧路港出張所","","9","0","9","9","9","0","0","0","334","4","330","326","323","0","3","8","425","30","395","366","362","1","3","59","73","0","73","72","72","0","0","1","328","0","328","328","328","0","0","0","36","6","30","24","24","0","0","12"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50060","","稚内港出張所","","1","0","1","1","1","0","0","0","50","1","49","49","49","0","0","1","41","0","41","40","40","0","0","1","7","0","7","7","7","0","0","0","121","0","121","121","121","0","0","0","15","4","11","14","14","0","0","1"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50070","","千歳苫小牧出張所","","7","0","7","7","7","0","0","0","203","13","190","200","198","1","1","3","19","0","19","18","17","0","1","1","68","1","67","68","68","0","0","0","416","0","416","416","416","0","0","0","11","1","10","9","9","0","0","2"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50090","","仙台出入国在留管理局管内","","117","2","115","116","114","0","2","1","9,927","427","9,500","9,717","9,551","58","108","210","7,989","338","7,651","7,501","7,414","22","65","488","3,644","4","3,640","3,644","3,629","8","7","0","13,625","0","13,625","13,622","13,622","0","0","3","2,070","511","1,559","1,610","1,393","199","18","460"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50100","","仙台出入国在留管理局","","63","1","62","63","63","0","0","0","6,073","257","5,816","5,954","5,891","21","42","119","7,283","322","6,961","6,806","6,736","14","56","477","2,500","3","2,497","2,500","2,495","3","2","0","7,159","0","7,159","7,156","7,156","0","0","3","1,021","243","778","773","663","108","2","248"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50110","","青森出張所","","23","1","22","22","20","0","2","1","723","28","695","694","658","6","30","29","148","6","142","146","142","2","2","2","290","1","289","290","282","3","5","0","944","0","944","944","944","0","0","0","113","34","79","93","84","7","2","20"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50120","","盛岡出張所","","13","0","13","13","13","0","0","0","784","32","752","760","752","5","3","24","217","0","217","216","213","1","2","1","229","0","229","229","228","1","0","0","1,236","0","1,236","1,236","1,236","0","0","0","200","46","154","150","136","14","0","50"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50130","","仙台空港出張所","","0","0","0","0","0","0","0","0","8","0","8","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80","0","80","80","80","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50140","","秋田出張所","","4","0","4","4","4","0","0","0","381","15","366","375","374","0","1","6","94","2","92","94","92","2","0","0","242","0","242","242","242","0","0","0","861","0","861","861","861","0","0","0","95","12","83","74","69","2","3","21"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50150","","酒田港出張所","","1","0","1","1","1","0","0","0","196","1","195","193","187","4","2","3","20","0","20","20","20","0","0","0","24","0","24","24","24","0","0","0","460","0","460","460","460","0","0","0","110","13","97","89","79","9","1","21"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50160","","郡山出張所","","13","0","13","13","13","0","0","0","1,762","94","1,668","1,733","1,681","22","30","29","227","8","219","219","211","3","5","8","359","0","359","359","358","1","0","0","2,885","0","2,885","2,885","2,885","0","0","0","531","163","368","431","362","59","10","100"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50170","","東京出入国在留管理局管内","","4,340","190","4,150","4,232","4,207","17","8","108","231,195","9,082","222,113","223,105","219,537","817","2,751","8,090","86,408","3,722","82,686","82,749","78,305","1,568","2,876","3,659","102,335","1,254","101,081","101,348","100,118","630","600","987","330,744","30","330,714","330,709","330,604","86","19","35","53,845","20,077","33,768","35,499","24,817","10,399","283","18,346"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50180","","東京出入国在留管理局","","2,119","162","1,957","2,038","2,022","11","5","81","127,963","4,924","123,039","123,359","121,325","488","1,546","4,604","64,742","2,630","62,112","61,923","58,916","1,118","1,889","2,819","67,640","665","66,975","66,826","65,963","515","348","814","174,086","14","174,072","174,079","174,019","52","8","7","22,262","7,168","15,094","13,925","8,894","4,942","89","8,337"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50190","","成田空港支局","","22","0","22","22","22","0","0","0","733","0","733","733","733","0","0","0","249","0","249","249","249","0","0","0","0","0","0","0","0","0","0","0","6,884","0","6,884","6,884","6,884","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50200","","羽田空港支局","","0","0","0","0","0","0","0","0","56","0","56","56","56","0","0","0","16","0","16","16","16","0","0","0","0","0","0","0","0","0","0","0","704","0","704","704","704","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50210","","横浜支局","","454","5","449","450","447","2","1","4","22,918","982","21,936","22,198","21,922","75","201","720","6,468","285","6,183","6,407","6,082","120","205","61","7,803","20","7,783","7,784","7,776","4","4","19","31,462","3","31,459","31,455","31,453","1","1","7","6,460","2,409","4,051","3,794","2,620","1,138","36","2,666"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50220","","水戸出張所","","145","0","145","145","145","0","0","0","6,868","194","6,674","6,656","6,555","21","80","212","1,059","18","1,041","996","938","13","45","63","1,850","0","1,850","1,849","1,849","0","0","1","9,547","0","9,547","9,547","9,544","3","0","0","1,877","543","1,334","1,475","1,030","438","7","402"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50230","","宇都宮出張所","","116","2","114","113","113","0","0","3","4,637","273","4,364","4,462","4,418","13","31","175","716","18","698","690","649","15","26","26","1,026","1","1,025","1,022","1,016","1","5","4","6,288","0","6,288","6,281","6,274","7","0","7","2,196","928","1,268","1,436","1,116","304","16","760"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50240","","高崎出張所","","148","5","143","146","146","0","0","2","6,377","256","6,121","6,213","6,058","24","131","164","1,201","20","1,181","1,042","969","20","53","159","1,061","0","1,061","1,061","1,058","2","1","0","7,870","0","7,870","7,870","7,868","1","1","0","2,005","620","1,385","1,331","944","382","5","674"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50250","","さいたま出張所","","449","9","440","448","444","3","1","1","17,505","581","16,924","16,530","16,150","85","295","975","3,962","463","3,499","3,634","3,104","154","376","328","6,593","129","6,464","6,568","6,487","28","53","25","26,048","7","26,041","26,037","26,013","19","5","11","6,333","3,115","3,218","4,657","3,205","1,423","29","1,676"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50260","","千葉出張所","","270","1","269","270","269","1","0","0","13,405","445","12,960","13,069","12,900","50","119","336","2,525","77","2,448","2,503","2,359","45","99","22","5,924","55","5,869","5,904","5,842","7","55","20","20,995","3","20,992","20,994","20,991","0","3","1","4,156","1,697","2,459","2,845","2,271","556","18","1,311"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50270","","立川出張所","","190","3","187","184","184","0","0","6","9,101","404","8,697","8,802","8,720","9","73","299","1,944","100","1,844","1,869","1,769","30","70","75","4,672","192","4,480","4,571","4,461","7","103","101","15,736","1","15,735","15,735","15,735","0","0","1","2,191","907","1,284","1,490","1,199","280","11","701"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50280","","新潟出張所","","36","2","34","35","35","0","0","1","2,511","135","2,376","2,408","2,335","4","69","103","585","12","573","546","518","9","19","39","920","3","917","920","919","0","1","0","3,868","0","3,868","3,868","3,868","0","0","0","535","174","361","362","299","59","4","173"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50290","","甲府出張所","","68","0","68","68","68","0","0","0","3,024","105","2,919","2,893","2,865","8","20","131","435","17","418","412","387","7","18","23","781","0","781","781","779","1","1","0","3,807","0","3,807","3,807","3,807","0","0","0","867","310","557","649","500","118","31","218"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50300","","長野出張所","","125","0","125","118","117","0","1","7","6,880","348","6,532","6,745","6,627","29","89","135","873","3","870","860","799","25","36","13","1,073","0","1,073","1,072","1,069","3","0","1","7,509","1","7,508","7,508","7,504","3","1","1","1,775","655","1,120","1,350","1,002","343","5","425"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50310","","川崎出張所","","198","1","197","195","195","0","0","3","9,217","435","8,782","8,981","8,873","11","97","236","1,633","79","1,554","1,602","1,550","12","40","31","2,992","189","2,803","2,990","2,899","62","29","2","15,940","1","15,939","15,940","15,940","0","0","0","3,188","1,551","1,637","2,185","1,737","416","32","1,003"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50320","","名古屋出入国在留管理局管内","","1,617","5","1,612","1,615","1,612","1","2","2","71,529","4,040","67,489","69,300","68,027","388","885","2,229","44,516","1,225","43,291","42,344","41,383","340","621","2,172","14,805","15","14,790","14,775","14,694","59","22","30","83,663","18","83,645","83,660","83,615","31","14","3","21,232","7,793","13,439","15,696","11,664","3,848","184","5,536"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50330","","名古屋出入国在留管理局","","818","3","815","818","817","1","0","0","42,955","2,437","40,518","41,735","40,918","245","572","1,220","38,041","1,026","37,015","36,161","35,446","253","462","1,880","8,581","12","8,569","8,551","8,475","56","20","30","43,269","10","43,259","43,266","43,248","12","6","3","12,570","4,785","7,785","8,717","6,082","2,523","112","3,853"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50340","","中部空港支局","","2","0","2","2","2","0","0","0","63","0","63","63","60","0","3","0","20","0","20","20","20","0","0","0","0","0","0","0","0","0","0","0","932","0","932","932","932","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50350","","富山出張所","","53","1","52","53","53","0","0","0","2,394","80","2,314","2,320","2,275","15","30","74","619","21","598","597","564","14","19","22","470","1","469","470","469","0","1","0","3,286","0","3,286","3,286","3,285","1","0","0","757","305","452","623","434","186","3","134"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50360","","金沢出張所","","29","0","29","28","28","0","0","1","1,758","83","1,675","1,723","1,697","12","14","35","452","0","452","443","419","16","8","9","1,036","0","1,036","1,036","1,036","0","0","0","2,961","3","2,958","2,961","2,957","4","0","0","294","100","194","272","229","43","0","22"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50370","","福井出張所","","25","0","25","25","25","0","0","0","1,348","40","1,308","1,307","1,293","4","10","41","313","14","299","301","287","12","2","12","220","0","220","220","220","0","0","0","1,966","0","1,966","1,966","1,966","0","0","0","492","179","313","396","305","89","2","96"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50380","","岐阜出張所","","101","0","101","101","101","0","0","0","3,302","176","3,126","3,250","3,172","40","38","52","1,730","81","1,649","1,636","1,604","10","22","94","1,095","0","1,095","1,095","1,094","1","0","0","5,743","1","5,742","5,743","5,742","0","1","0","897","276","621","810","693","106","11","87"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50390","","静岡出張所","","138","0","138","137","136","0","1","1","6,614","332","6,282","6,251","6,172","15","64","363","1,516","36","1,480","1,437","1,362","14","61","79","1,828","1","1,827","1,828","1,827","1","0","0","8,034","0","8,034","8,034","8,028","5","1","0","1,734","580","1,154","1,216","1,093","115","8","518"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50400","","浜松出張所","","190","1","189","190","189","0","1","0","6,718","456","6,262","6,501","6,380","29","92","217","677","4","673","645","616","7","22","32","607","1","606","607","607","0","0","0","7,707","3","7,704","7,707","7,703","3","1","0","1,843","628","1,215","1,573","1,132","410","31","270"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50410","","豊橋港出張所","","118","0","118","118","118","0","0","0","2,677","143","2,534","2,617","2,580","16","21","60","701","26","675","671","647","8","16","30","323","0","323","323","322","1","0","0","4,034","1","4,033","4,034","4,025","6","3","0","1,229","427","802","1,077","844","225","8","152"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50420","","四日市港出張所","","143","0","143","143","143","0","0","0","3,700","293","3,407","3,533","3,480","12","41","167","447","17","430","433","418","6","9","14","645","0","645","645","644","0","1","0","5,731","0","5,731","5,731","5,729","0","2","0","1,416","513","903","1,012","852","151","9","404"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50430","","大阪出入国在留管理局管内","","888","22","866","869","864","1","4","19","49,185","2,209","46,976","47,706","46,793","321","592","1,479","23,038","1,061","21,977","21,678","20,956","302","420","1,360","22,591","107","22,484","22,456","22,269","104","83","135","86,908","9","86,899","86,908","86,883","19","6","0","10,643","3,742","6,901","7,239","5,609","1,566","64","3,404"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50440","","大阪出入国在留管理局","","429","16","413","412","409","1","2","17","24,856","1,041","23,815","24,032","23,398","246","388","824","11,968","591","11,377","11,305","10,860","211","234","663","10,494","84","10,410","10,392","10,244","78","70","102","45,425","9","45,416","45,425","45,411","10","4","0","5,791","1,978","3,813","3,780","2,711","1,032","37","2,011"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50450","","関西空港支局","","3","0","3","3","3","0","0","0","181","0","181","181","173","0","8","0","51","0","51","51","48","0","3","0","0","0","0","0","0","0","0","0","2,466","0","2,466","2,466","2,466","0","0","0","0","0","0","0","0","0","0","0"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50460","","神戸支局","","173","3","170","173","172","0","1","0","10,979","600","10,379","10,652","10,561","16","75","327","5,726","270","5,456","5,402","5,246","51","105","324","6,176","4","6,172","6,174","6,152","17","5","2","17,322","0","17,322","17,322","17,317","3","2","0","1,990","722","1,268","1,404","1,177","219","8","586"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50470","","大津出張所","","108","2","106","108","108","0","0","0","3,770","227","3,543","3,652","3,604","7","41","118","681","33","648","649","612","12","25","32","692","0","692","691","690","1","0","1","4,067","0","4,067","4,067","4,067","0","0","0","1,245","451","794","905","748","143","14","340"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50480","","京都出張所","","110","1","109","110","110","0","0","0","5,749","165","5,584","5,667","5,612","25","30","82","3,815","131","3,684","3,521","3,461","19","41","294","4,429","17","4,412","4,400","4,387","6","7","29","11,428","0","11,428","11,428","11,428","0","0","0","666","232","434","462","380","79","3","204"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50490","","舞鶴港出張所","","2","0","2","2","2","0","0","0","432","18","414","416","403","5","8","16","103","5","98","100","99","0","1","3","26","0","26","26","26","0","0","0","592","0","592","592","592","0","0","0","116","46","70","87","81","5","1","29"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50520","","奈良出張所","","27","0","27","26","26","0","0","1","1,061","17","1,044","1,041","1,020","10","11","20","301","15","286","283","276","2","5","18","474","0","474","474","474","0","0","0","1,959","0","1,959","1,959","1,958","1","0","0","349","114","235","249","216","33","0","100"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50530","","和歌山出張所","","5","0","5","4","4","0","0","1","754","44","710","725","694","10","21","29","218","13","205","196","187","5","4","22","184","1","183","184","182","1","1","0","1,266","0","1,266","1,266","1,262","4","0","0","193","68","125","133","116","16","1","60"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50540","","姫路港出張所","","31","0","31","31","30","0","1","0","1,403","97","1,306","1,340","1,328","2","10","63","175","3","172","171","167","2","2","4","116","1","115","115","114","1","0","1","2,383","0","2,383","2,383","2,382","1","0","0","293","131","162","219","180","39","0","74"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50550","","広島出入国在留管理局管内","","218","3","215","218","218","0","0","0","14,792","863","13,929","14,530","14,299","60","171","262","15,542","708","14,834","14,708","14,471","67","170","834","5,508","21","5,487","5,506","5,502","2","2","2","18,924","6","18,918","18,923","18,914","1","8","1","2,324","498","1,826","1,950","1,754","173","23","374"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50560","","広島出入国在留管理局","","100","1","99","100","100","0","0","0","7,273","477","6,796","7,192","7,084","29","79","81","12,359","619","11,740","11,644","11,469","43","132","715","1,823","0","1,823","1,822","1,820","2","0","1","7,389","0","7,389","7,388","7,388","0","0","1","1,166","229","937","1,007","913","94","0","159"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50570","","境港出張所","","15","0","15","15","15","0","0","0","505","14","491","495","486","3","6","10","114","0","114","104","102","0","2","10","172","14","158","172","172","0","0","0","868","0","868","868","868","0","0","0","115","29","86","102","97","4","1","13"
"160","","在留資格取得等処理人員【人】","2010000000","","2010年","50580","","松江出張所","","5","0","5","5","5","0","0","0","641","27","614","623","615","2","6","18","90","1","89","90","87","0","3","0","115","1","114","115","113","0","2","0","852","0","852","852","852","0","0","0","139","35","104","118","114","0","4","21"
